context_id|question|answer|Type|侧重逻辑 (Rationale)
2098|Oleanna is a 1994 drama film starring an American actor who has appeared in summer what?|action films|Reasoning|结构主导，多跳路径发现
2099|The company where Pablo Hidalgo currently works has been purchased by The Walt Disney Company for what amount of money?|$4.06 billion |Reasoning|结构主导，多跳路径发现
2100|John Price Buchanan, was an American politician and farmers' advocate, Buchanan's lone term as governor was largely marred by which early 1890s armed labor uprising in the southeastern United States that took place primarily in Anderson County, Tennessee?|Coal Creek War |Reasoning|结构主导，多跳路径发现
2101|While Sunkist is a soft drink, what type of beverage is Venom Energy?|energy drink |Retrieval|语义优先，兼顾实体锚点
2102|"Raymond Andrew ""Ray"" Winstone, is an English film and television actor, he has appeared in films such as The Magic Roundabout, a French-British computer-animated adventure fantasy film based on the television series ""The Magic Roundabout"", released in what year?"|2005|Reasoning|结构主导，多跳路径发现
2103|What nationality is the singer of the song Love Crime ?|English|Reasoning|结构主导，多跳路径发现
2104|Ricardo Delgado has worked on the 2004 superhero film directed by whom?|Brad Bird |Reasoning|结构主导，多跳路径发现
2105|"Medfield College is a fictitious university used as the setting for several films by The Walt Disney Company, Among them are the two ""Professor Brainard"" movies, one is The Computer Wore Tennis Shoes is a 1969 American comedy film starring who?"|Kurt Russell |Reasoning|结构主导，多跳路径发现
2106|Are Chilopsis and Austrocedrus both genuses of flowering plants?|no  |Comparative|结构与语义的平衡博弈
2107|"The character Joe Manganiello played in ""Spider-Man"" played what sport?"|football|Reasoning|结构主导，多跳路径发现
2108|Are both Print and National Journal periodicals?|no|Comparative|结构与语义的平衡博弈
2109|Which city is both the county seat of Lumpkin County, Georgia, as well as the home of the Lumpkin County School District?|Dahlonega |Reasoning|结构主导，多跳路径发现
2110|Which is the largest non-Catholic Christian denomination in the United States headed by Russell D. Moore, an American evangelical theologian, ethicist, and preacher?|The Ethics & Religious Liberty Commission|Reasoning|结构主导，多跳路径发现
2111|Where did the holiday that falls on the day of the 2013 Sydney to Hobart Yacht Race originate?|United Kingdom|Reasoning|结构主导，多跳路径发现
2112|Which monarch was king of England during the era that the novel Tod of Fens takes place during?|Henry V |Reasoning|结构主导，多跳路径发现
2113|Hans Schlegel and Reinhard Furrer, are German, of which mutual occupations?|physicist and astronaut|Comparative|结构与语义的平衡博弈
2114|Mia Hansen-Løve won the Silver Bear for Best Director for a film staring whom?|Isabelle Huppert|Reasoning|结构主导，多跳路径发现
2115|How many square feet is the shopping mall located in the tallest completed building in Nevada?|500000|Reasoning|结构主导，多跳路径发现
2116|Who was a reformed criminal and former member of the gang who's founder embarked on a life of crime after being maimed in an industrial accident as a boy?|Envoy Richard 'Darkie’ Hutton|Reasoning|结构主导，多跳路径发现
2117|What position at a university was held by the coach working with the Texas Longhorns during the 1932–33 season?|athletics director|Reasoning|结构主导，多跳路径发现
2118|The 2003 SEC Championship Game was played at a stadium owned and operated by who?|the State of Georgia as part of the Georgia World Congress Center Authority |Reasoning|结构主导，多跳路径发现
2119|The 2004-05 season saw Futbol Club Barcelona restructure, following the retirement of a Spanish former professional footballer, and a current manager, who was born on May 8th in what year?|1970|Reasoning|结构主导，多跳路径发现
2120|What English actor born in 1972 was part of the ensemble cast of Contagion?|Jude Law |Reasoning|结构主导，多跳路径发现
2121|Sosarme was written by this German and later British composer who became a naturalized British subject in what year?|1727|Reasoning|结构主导，多跳路径发现
2122|"The comedian who starred in ""The Librarian: Return to King Solomon's Mines"" made his debut during which 1960s show?"|The Button-Down Mind of Bob Newhart|Reasoning|结构主导，多跳路径发现
2123|Alexis Sánchez specialized in the event that is included in the athletics program at what premier event?|Summer Olympic Games|Reasoning|结构主导，多跳路径发现
2124|When was the person who wrote The Sovereignty of Good born?|15 July 1919|Reasoning|结构主导，多跳路径发现
2125|What crossover hit was a song by the American Industrial rock band Nine Inch Nails?|"""Closer""" |Retrieval|语义优先，兼顾实体锚点
2126|"André Jardin (1912 – 1996) was a French biographer and historian, best known for his studies of Alexis de Tocqueville and 19th century French history, translated into English as ""Tocqueville: A Biography"" in 1988 by Lydia Davis and Robert Hemenway—was acclaimed as the definitive account of the life and career of the author of ""Democracy in America""/De La Démocratie en Amérique, is a classic French text by Alexis de Tocqueville, published in how many volumes?"|two|Reasoning|结构主导，多跳路径发现
2127|Which Infantry Division from world war 2, had a twenty year old lieutenant?|99th Infantry Division|Retrieval|语义优先，兼顾实体锚点
2128|What address does Diana Ross live at?|211 Central Park West|Retrieval|语义优先，兼顾实体锚点
2129|Are Just, Melvin: Just Evil and Speaking in Strings both documentaries about musicians?|no|Comparative|结构与语义的平衡博弈
2130|Which group did this musician from the rock band that released Zeitgeist join shortly after the its breakup?|Zwan |Reasoning|结构主导，多跳路径发现
2131|Which state is the university, in which Paul Hostetter was the director of the John J. Cali School of Music, located?|New Jersey|Reasoning|结构主导，多跳路径发现
2132|"""Begin Again"" was co-produced by Taylor Swift and another record producer working in which field of music ?"|country music|Reasoning|结构主导，多跳路径发现
2133|What fraudulent company was listed on both the Alberta Stock Exchange and the Toronto Stock Exchange?|Bre-X|Reasoning|结构主导，多跳路径发现
2134|"""The Poor Kid"" is the fifteenth season finale of a series created by who ?"|Trey Parker and Matt Stone|Reasoning|结构主导，多跳路径发现
2135|"""Plop, Plop, Fizz, Fizz, Oh What a Relief it Is!"" was a jingle for a product launched in what year?"|1931|Reasoning|结构主导，多跳路径发现
2136|In what region was Eddy Mazzoleni born?|Lombardy, northern Italy|Reasoning|结构主导，多跳路径发现
2137|"Who was the bassist for Tool's song ""Schism""?"|Justin Chancellor|Reasoning|结构主导，多跳路径发现
2138|Who is the director of 1999 American heist film in which J. Paul Boehmer appeared and stars Pierce Brosnan, Rene Russo and Denis Leary?|John McTiernan|Reasoning|结构主导，多跳路径发现
2139|Gerry Bertier was known as being on the team that was portrayed in which 2000 sports film?|Remember the Titans |Reasoning|结构主导，多跳路径发现
2140|Do the Bully Kutta and Chinese Chongqing Dog breeds originate from the same region?|no|Comparative|结构与语义的平衡博弈
2141|What university did the members of the duo who recorded A Moment Apart attend?|Western Washington University|Reasoning|结构主导，多跳路径发现
2142|What show premiered Season 13 on The CW on October 12, 2017?|Supernatural|Retrieval|语义优先，兼顾实体锚点
2143|Which DAF brand truck is produced by Leyland Trucks at their Farington plant?|The DAF XF |Retrieval|语义优先，兼顾实体锚点
2144|Which gulf touches both Anna Maria Island and Anna Maria the city?|Gulf of Mexico|Comparative|结构与语义的平衡博弈
2145|Which member of Mission Mountain Wood Band, abbreviated M2Wb, was appointed to the Montana Arts Council by Governor Brian Schweitzer?|Robert Ernest Quist|Reasoning|结构主导，多跳路径发现
2146|Mark Huffam was a producer on a spy comedy film parodying what secret agent?|James Bond|Reasoning|结构主导，多跳路径发现
2147|The 2012 St. Louis Rams season was the second and final season for the quarterback who now captains which team?|Minnesota Vikings|Reasoning|结构主导，多跳路径发现
2148|What home stadium that Caio Henrique Oliveira Silva plays as an attacking midfielder?|Cerro del Espino Stadium|Reasoning|结构主导，多跳路径发现
2149|which title that has been created twice, once in the Peerage of England and once in the Peerage of the United Kingdom did its family owned Exeter House|Marquess of Exeter|Reasoning|结构主导，多跳路径发现
2150|What Cleveland Ohio based department store was one of the original anchors for the Parmatown Mall?|Higbee's |Reasoning|结构主导，多跳路径发现
2151|"Where was Friedrich Hayek, the author of ""The Fatal Conceit"" born?"|born in Austria-Hungary|Reasoning|结构主导，多跳路径发现
2152|"Famous for her role as Peggy Bundy, when was the wife of producer, writer, and director on ""The Shield"" born?"|born January 19, 1954|Reasoning|结构主导，多跳路径发现
2153|In which battle did the Uncle of Henry Armstrong Reed and youngest brother of a US Army Lt Colonel and a two-time Medal of Honor Recipient get killed along with his brothers and his nephew?|Battle of the Little Bighorn|Reasoning|结构主导，多跳路径发现
2154|What number president is the person who had a feud with Megyn Kelly in her book Settle for More?|45th|Reasoning|结构主导，多跳路径发现
2155|Where was Proof born and where did he end up dying?|Detroit, Michigan |Retrieval|语义优先，兼顾实体锚点
2156|To whom was the shuttle service that operates in the Northeastern region sold to under its former name in 1989?|Donald Trump|Reasoning|结构主导，多跳路径发现
2157|John Lasseter and Mikhail Kalatozov, share which mutual occupation?|film director|Comparative|结构与语义的平衡博弈
2158|What is the name of the third largest East Asian stock exchange that once featured the New World Department Store China?|The Stock Exchange of Hong Kong Limited|Reasoning|结构主导，多跳路径发现
2159|What year was the father of  James Hamilton, 5th Duke of Hamilton born?|1658|Reasoning|结构主导，多跳路径发现
2160|Style was the single that Taylor Swift released after which other song from her album 1989?|Blank Space |Comparative|结构与语义的平衡博弈
2161|"Gulliver Nunatak,  is a nunatak with a flat, ice-free summit, 575 m high, at the north side of Adie Inlet, on the east coast of Graham Land, Antarctica, it was named by who, for the fictional character in Jonathan Swift's ""Gulliver's Travels""?"|FIDS|Reasoning|结构主导，多跳路径发现
2162|Which court case, Gonzales v. Carhart or Lawrence v. Texas, struck down the sodomy law?|Lawrence v. Texas|Comparative|结构与语义的平衡博弈
2163|"Lada Negrul, is a Russian actress and poet, and is the author and producer of documentaries about which highly popular Russian actor who starred in fifty seven films including several TV serials, such as ""Spetsnaz"" (2002)?"|Vladislav Galkin|Reasoning|结构主导，多跳路径发现
2164|The Port Noarlunga Reef Aquatic Reserve and the Onkaparinga River are both located in which state of Australia?|South Australia|Comparative|结构与语义的平衡博弈
2165|The 2000 French crime thriller film starred what writer and director besides Coralie Trinh Thi?|Virginie Despentes|Reasoning|结构主导，多跳路径发现
2166|which Szombathelyi Haladas footballer wears pyjama-like tracksuit bottoms while playing?|Gábor Ferenc Király|Reasoning|结构主导，多跳路径发现
2167|Are Károly Makk and Marco Bellocchio both film directors?|yes|Comparative|结构与语义的平衡博弈
2168|"Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?"|Shellac|Comparative|结构与语义的平衡博弈
2169|Who is the director of the horror comedy that Josh Stolberg participated screenwriting?|Alexandre Aja|Reasoning|结构主导，多跳路径发现
2170|Kahibah FC is based is what country?|New South Wales, Australia |Retrieval|语义优先，兼顾实体锚点
2171|When was the deposition of the father of Charles Lennox Duke of Richmond?|in 1651|Reasoning|结构主导，多跳路径发现
2172|Are Shifty Shellshock and Alissa White-Gluz both death metal vocalists?|no|Comparative|结构与语义的平衡博弈
2173|What country of origin does Adeyfield and Hemel Hempstead have in common?|England|Comparative|结构与语义的平衡博弈
2174|"Who is the director of the movie ""The Magic Christian"" in which Peter Sellers was acted?"|Joseph McGrath|Reasoning|结构主导，多跳路径发现
2175|From which ethnic tribe hail the Catuvellani, a settlement of whose can be found near the city of St Albans in Hertfordshire?|Celtic tribe|Retrieval|语义优先，兼顾实体锚点
2176|"The actress that played Rose Buck in ""Upstairs, Downstairs"" also played what chacter in the tv series ""Doctor Who""?"|Sara Kingdom|Reasoning|结构主导，多跳路径发现
2177|George Edward Entwistle (born 8 July 1962) was Director-General of the BBC during 2012, succeeding who, he current Chief Executive Officer (CEO) of The New York Times Company?|Mark John Thompson|Reasoning|结构主导，多跳路径发现
2178|In what year was Archduke Franz Ferdinand assassinated during the July Crisis?|1914 |Retrieval|语义优先，兼顾实体锚点
2179|What is the area of the place which is famous for the home of Frank A. Vanderlip and his family?|5.9 sqmi|Reasoning|结构主导，多跳路径发现
2180|What kind of technique does SpongeBob SquarePants and Mermaid Man and Barnacle Boy have in common?|animated|Comparative|结构与语义的平衡博弈
2181|In what fictional comic universe is the American web television series Iron Fist, with Alex Wise playing the character Kyle, set in?|Marvel Cinematic Universe|Reasoning|结构主导，多跳路径发现
2182|Who featured in a Tamil romance film in 2001 that was born on March 28 1954?|Moon Moon Sen|Reasoning|结构主导，多跳路径发现
2183|"What is the name of the musical written by this English comedian, author, playwright, actor, director, and writer of ""The Young Ones"" and composed by Andrew Lloyd Webber with lyrics by Glenn Slater?"|Love Never Dies|Reasoning|结构主导，多跳路径发现
2184|"What is the title of the book written by the host of ""Family Feud""?"|"""Act Like a Lady, Think Like a Man""" |Reasoning|结构主导，多跳路径发现
2185|When was the second extended play of the American singer and songriter best known as the clean vocalist in post-hardcore band Dance Gavin Dance released?|It was released on September 1, 2017 on Vital Records.|Reasoning|结构主导，多跳路径发现
2186|New England Patriots, who lost to the Baltimore Ravens in 2009 playoffs also lost to what team in 2010?|New York Jets|Reasoning|结构主导，多跳路径发现
2187|Unlike a certain secretive recipe, Open-source cola is published. Who founded the secret formula?|Asa Candler|Reasoning|结构主导，多跳路径发现
2188|"What song by AIR was on their debut album ""Moon Safari"" and was featured in the film ""10 Things I Hate About You""?"|Sexy Boy|Reasoning|结构主导，多跳路径发现
2189|Peter Benchley and Ödön von Horváth, have which mutual occupation?|novelist|Comparative|结构与语义的平衡博弈
2190|"The actress that rose to prominence after appearing in Robin Thicke's ""Blurred Lines"" video co-stars with Zac Efron in a 2015 film directed by who?"|Max Joseph|Reasoning|结构主导，多跳路径发现
2191|Which director/actor was in a British comedy film directed  by Duncan Wood?|Eric Sykes|Reasoning|结构主导，多跳路径发现
2192|What year did Heinrich Himmler join the unit that used the concept of Wehrbauer to refer to soldiers designated as settlers for the lands conquered during the German invasions of the Soviet Union and Poland?|1925|Reasoning|结构主导，多跳路径发现
2193|What is the name of this South Korean musician, singer-songwriter, record producer and actor in the rock band CNBLUE, who wrote the song You, My Star?|Jung Yong-hwa|Retrieval|语义优先，兼顾实体锚点
2194|Are Frailea and Cyathodes both types of plant?|yes|Comparative|结构与语义的平衡博弈
2195|What town with a population of 36,124 at the 2010 census, has the Suffolk County Veterans Memorial Highway on the Jericho Turnpike?|Commack|Reasoning|结构主导，多跳路径发现
2196|Scenestar was known to organise events at what hotel in what country?|Australia|Reasoning|结构主导，多跳路径发现
2197|When was the university founded which is in Baltimore, Maryland and Stephen J. Suomi served as a research professor?|1876|Reasoning|结构主导，多跳路径发现
2198|Abel Ferrara (born July 19, 1951) is an American filmmaker, known for the provocative and often controversial content in his films, his use of neo-noir imagery and gritty urban settings, a long-time independent filmmaker, some of his best known films include which 1990Italian-American crime thriller film, starring Christopher Walken, Laurence Fishburne, David Caruso, Wesley Snipes, Victor Argo, and Giancarlo Esposito?|King of New York |Reasoning|结构主导，多跳路径发现
2199|Full Circle is an American soap opera that starred Dyan Cannon and Jean Byron, who portrayed Patty Lane's mother in what show?|"""The Patty Duke Show"""|Reasoning|结构主导，多跳路径发现
2200|"Which recording artist put out the album that has, to date, it has sold over 25 million copies worldwide, was features the song, ""I Would Die 4 U""?"|Prince|Reasoning|结构主导，多跳路径发现
2201|What is the birthdate of this Indian nationalist whose defiant patriotism made him a hero in India and for which Netaju Bhawan was maintained as a memorial to him?|23 January 1897 |Reasoning|结构主导，多跳路径发现
2202|What Scottish novelist created a character whose name is the title of a film starred in by Ozzie Devrish?|J. M. Barrie |Reasoning|结构主导，多跳路径发现
2203|Roger Vignoles has accompanied singer Sylvia McNair, what redister does she sing in?|soprano|Retrieval|语义优先，兼顾实体锚点
2204|Are Bobby Tench and Marilyn Manson both songwriters?|yes|Comparative|结构与语义的平衡博弈
2205|Who created the studio album Big Fish Theory?|Vince Staples |Retrieval|语义优先，兼顾实体锚点
2206|The artist who recorded the October 2005 song Cheatin' was born in what month?|February|Reasoning|结构主导，多跳路径发现
2207|What band consists of rapper/vocalist MC Ride (Stefan Burnett) who's second album is entitled No Love Deep Webb?|Death Grips |Retrieval|语义优先，兼顾实体锚点
2208|British screenwriter John Hodge adapted The Beach for a movie from the novel by which author?|Alex Garland|Reasoning|结构主导，多跳路径发现
2209|Until which year did this Polish professional boxer who lost to Joe Smith Jr. in 2016 in a knockout victory hold the IBO light heavyweight title?|2013 |Reasoning|结构主导，多跳路径发现
2210|Edward Sharpe and the Magnetic Zeros and The Script, share which musical genre?|rock|Comparative|结构与语义的平衡博弈
2211|What has made headlines in relation to the arrest of the British politician who has been the conservative member of parliament for Ashford since 1997 and the First Secretary of State nd Minister for the Cabinet Office since 11 June 2017?|the doctrine of Parliamentary privilege|Reasoning|结构主导，多跳路径发现
2212|Which island nation in the Indian Nation did Kate Kung Foo practice badminton in?|Mauritius |Retrieval|语义优先，兼顾实体锚点
2213|"When was the second promotional single from the album that contained ""State of Grace"" released?"|October 2, 2012|Reasoning|结构主导，多跳路径发现
2214|The Special Division was upheld in a case that decided which act was Constitutional?|Independent Counsel Act|Reasoning|结构主导，多跳路径发现
2215|What book was the first foreign language film to be nominated for an Academy Award for Best Picture based on?|The Great Illusion |Reasoning|结构主导，多跳路径发现
2216|Nasty Gal is an American retailer that specializes in fashion for young women, founded in 2006, by which American businesswoman, that started it at age 23?|Sophia Christina Amoruso |Retrieval|语义优先，兼顾实体锚点
2217|What is name of the bureau in the United States Department of Treasury that sets revenue rulings?|Internal Revenue Service |Retrieval|语义优先，兼顾实体锚点
2218|Were Ronnie Van Zant and Mick Jones both lead singers of a band?|yes|Comparative|结构与语义的平衡博弈
2219|Which nature reserve was established in 1969, Monfragüe or Doñana National Park?|Doñana National Park |Comparative|结构与语义的平衡博弈
2220|Enola Gay was one of the bombers that targeted the largest city on what Japanese island?|Kyushu |Reasoning|结构主导，多跳路径发现
2221|Which of the following is usually garnished with a slice of lime: Old Fashioned or Gin and tonic?|gin and tonic |Comparative|结构与语义的平衡博弈
2222|Which fictional character devised by Lewis Carroll did  Alice recited|The Mock Turtle |Reasoning|结构主导，多跳路径发现
2223|Are Electronic Gaming Monthly and MetroSource both magazines?|yes|Comparative|结构与语义的平衡博弈
2224|What is the name of the painting stolen on March 19, 1990 for which a museum initially offered a $5 million reward for information leading towards its recovery?|Landscape with Obelisk is painting by Dutch artist Govert Flinck |Retrieval|语义优先，兼顾实体锚点
2225|In what Russian city is the studio which employs Konstantin Eduardovich Bronzit?|Saint Petersburg|Reasoning|结构主导，多跳路径发现
2226|What mid-fifties Canadian golf event on the PGA Tour was sponsored by the largest brewer in Canada?|Labatt Brewing Company|Reasoning|结构主导，多跳路径发现
2227|When was the head coach of the 2009-2010 Texas Longhorn's men basketball team born?|July 17, 1954|Reasoning|结构主导，多跳路径发现
2228|Which of the following received the 1908 Nobel Prize for Literature: Howard Fast or Rudolf Christoph Eucken?|Rudolf Christoph Eucken|Comparative|结构与语义的平衡博弈
2229|What American rock band formed in 2004 from Franklin, Tennessee was featured on the AbsolutePunk website?|Paramore |Retrieval|语义优先，兼顾实体锚点
2230|Would the competition Bundeswettbewerb Gesang Berlin be held for the genres of light opera in even or uneven years?|uneven years|Retrieval|语义优先，兼顾实体锚点
2231|Užupis has been compared to a district of Copenhagen that was temporarily closed by residents in what year?|2011|Reasoning|结构主导，多跳路径发现
2232|The Casey Jr. is a water play area across from which aerial carousel-style ride located in Fantasyland at six Disney parks around the world?|Dumbo the Flying Elephant |Reasoning|结构主导，多跳路径发现
2233|"How many records have been sold by one of the writers of ""Bachelor Boy""?"|more than 250 million|Reasoning|结构主导，多跳路径发现
2234|What locations is the folklore which Huldra belongs to representative of?|Norway, Sweden, Finland, Denmark, Iceland and the Faroe Islands |Retrieval|语义优先，兼顾实体锚点
2235|What song that was on an album with State of Grace, was released as a promotional single on September 25,2012?|Begin Again|Reasoning|结构主导，多跳路径发现
2236|What North Lincolnshire, England village contains the Humber Ferry?|New Holland|Retrieval|语义优先，兼顾实体锚点
2237|Who directed the 2009 fantasy drama film which Max Records is most notable for his roles as Max in|Spike Jonze|Reasoning|结构主导，多跳路径发现
2238|What year was the first Eddie Kaye Thomas featured American Pie film released?|1999|Reasoning|结构主导，多跳路径发现
2239|Were Alfred Döblin and César Vallejo both German nationals?|no|Comparative|结构与语义的平衡博弈
2240|What goalkeeper participated in a football game for the premiere of A Trip to Jamaica?|Peter Rufai|Retrieval|语义优先，兼顾实体锚点
2241|How long is the battle that Don Chafin was a commander in in 1921?|five days|Reasoning|结构主导，多跳路径发现
2242|The manufacturing conglomerate that Steyr Mannlicher was originally a part of was broken up in stages between which years?|1987 and 2001|Reasoning|结构主导，多跳路径发现
2243|What event, inaugurated in 2011 in Beijing, did Lubabalo Kondlo win a silver medal in 2012?|SportAccord World Mind Games|Retrieval|语义优先，兼顾实体锚点
2244|What is the name of the city that is home to the airport which is a terminus of the Central Link Line which includes Mount Baker station?|SeaTac |Reasoning|结构主导，多跳路径发现
2245|Leon Robinson had a part in the 1993 film directed by whom?|Jon Turteltaub|Reasoning|结构主导，多跳路径发现
2246|What was the score of the Super Bowl that Matt Ulrich won with the Colts?|29–17|Reasoning|结构主导，多跳路径发现
2247|What year was Virginia G. Madsen cast in the American epic science fiction film written and directed by David Lynch?|1984|Reasoning|结构主导，多跳路径发现
2248|"The actress that plays Karen van der Beek on ""Californication"" plays what role on the series ""Believe""?"|Erica Gallagher|Reasoning|结构主导，多跳路径发现
2249|"Who is the fictional character in the Transfer of Power book from 1999 and in the film adaptation of ""American Assassin""?"|Mitch Rapp |Retrieval|语义优先，兼顾实体锚点
2250|"How much did the movie whose prequel is the novel ""Jumper: Griffin's Story"" make in its opening weekend?"|$27.3 million |Reasoning|结构主导，多跳路径发现
2251|ConnectU was founded by Cameron Winklevoss, Divya Narendra, and this professional rower?|Tyler Winklevoss|Retrieval|语义优先，兼顾实体锚点
2252|The 2012 World Indoor Archery Championships was contested at a hotel owned and operated by what man?|Michael Gaughan |Reasoning|结构主导，多跳路径发现
2253|What company sponsored the 2009 LA Women's Tennis Championships and also sells nutrition supplements, sports nutrition, and personal-care products?|Herbalife |Retrieval|语义优先，兼顾实体锚点
2254|What network are both Ghostshrimp and Stakes known for?|Cartoon Network|Comparative|结构与语义的平衡博弈
2255|DysEnchanted is a short subject about seven storybook characters: Snow White, Goldilocks, Sleeping Beauty, Alice In Wonderland, Dorothy, a European fairy tale young girl and a Big Bad Wolf and which other fairytale character?|Cinderella|Retrieval|语义优先，兼顾实体锚点
2256|What was a parody of French novelist Gabrielle-Suzanne Barbot de Villeneuve's work advertised as?|The Ultimate Social Experiment|Reasoning|结构主导，多跳路径发现
2257|Skepticality has featured interviews with one of the cast members of the entertainment program created by whom?|Peter Rees|Reasoning|结构主导，多跳路径发现
2258|Which has a distinct summit, Saraghrar or Trivor?|Trivor|Comparative|结构与语义的平衡博弈
2259|What British painter and musician was the bass player included on Anthology 1?|Stuart Sutcliffe |Retrieval|语义优先，兼顾实体锚点
2260|Both Longburgh and Burgh by Sands are located in which English country?|Cumbria|Comparative|结构与语义的平衡博弈
2261|Who is the operator of two malls in Quezon City, one of which on the EDSA corner near Ortigas Avenue?|Robinsons Malls|Retrieval|语义优先，兼顾实体锚点
2262|Phaeochlaena costaricensis is found in a country located where?|Central America |Reasoning|结构主导，多跳路径发现
2263|In how many states of the Member states of the Commonwealth of Nations is English either spoken as first or second language or at least widely used?|52|Retrieval|语义优先，兼顾实体锚点
2264|Giacomo Meyerbeer and Wolfgang Amadeus Mozart shared what occupation?|composer|Comparative|结构与语义的平衡博弈
2265|Bluebottle (formerly known as AOS and now as A2) is a modular, object-oriented Operating System with unconventional features, it has automatic and garbage collected memory management and provides soft real-time features and is developed at which science, technology, engineering and mathematics university in the city of Zürich, Switzerland?|ETH Zurich |Retrieval|语义优先，兼顾实体锚点
2266|Amber Calling are an Australian pop punk and emo band from Adelaide, which formed in 2005 as 919, during their career they have supported shows by Panic! at the Disco, an American rock band from Las Vegas, Nevada, formed in what year?|2004|Retrieval|语义优先，兼顾实体锚点
2267|In what year was the Ghanaian footballer who graduated from the SC Bastia Reserves and Academy born?|1982|Reasoning|结构主导，多跳路径发现
2268|What short story is referenced in The Simpsons when the popular character voiced by Hank Azaria stars?|The Tell-Tale Heart|Reasoning|结构主导，多跳路径发现
2269|"Who wrote the screenplay for the 2012 film this American film director, screenwriter and producer directed, who also worked on the ""Underworld"" series, ""Live Free or Die Hard?"""|Kurt Wimmer and Mark Bomback|Reasoning|结构主导，多跳路径发现
2270|Main Line of Public Works and Sacramento Deep Water Ship Channel, are in the United States?|West|Comparative|结构与语义的平衡博弈
2271|The place where John Laub is an American criminologist and Distinguished University Professor in the Department of Criminology and Criminal Justice at was founded in what year?|1856|Reasoning|结构主导，多跳路径发现
2272|Who is the chairman of the company which developed EZ-Frame?|Anand Mahindra|Reasoning|结构主导，多跳路径发现
2273|Into the Homeland starred the actress of what nationaity?|American|Reasoning|结构主导，多跳路径发现
2274|In what city did the Penn State Lady Lions capture their NCAA Division I WNIT title against the Baylor Lady Bears basketball team in 1998?|Waco, Texas|Retrieval|语义优先，兼顾实体锚点
2275|Nich Yaka Misyachna has been performed by which Russian tenor soloist?|Evgeny Mikhailovich Belyaev|Retrieval|语义优先，兼顾实体锚点
2276|Hong Kong Macau cultural exchange was a trip that tested which law who's purpose was to fulfil Article 23 of the Macau Basic Law?|Macau national security law|Retrieval|语义优先，兼顾实体锚点
2277|Kesektan is to be the center of the newly created Hesa Duwum Kohistan District in a province in the north-east of Afghanistan, and whose capital is what?|Mahmud-i-Raqi|Reasoning|结构主导，多跳路径发现
2278|What is the name of the book written by Otto Weininger which was published in 1903?|Sex and Character|Retrieval|语义优先，兼顾实体锚点
2279|What university was founded on rented premises in 1942, and grew to meet the needs of returning World War II veterans and later became Ontario's first private, non-denominational college, Carleton University or Duke University?|Carleton University|Comparative|结构与语义的平衡博弈
2280|"What actor born in 1945 starred in the show ""Trial & Error""?"|John Lithgow |Retrieval|语义优先，兼顾实体锚点
2281|Which long-time mistress of King Charles II of England occupied a townhouse in Pall Mall, London?|Nell Gwyn |Retrieval|语义优先，兼顾实体锚点
2282|"What town does the Mount Agamenticus region covers has the summer resort's name means ""beautiful place by the sea""?"|Ogunquit|Retrieval|语义优先，兼顾实体锚点
2283|George Johnston was a key figure in putting down what rebellion by convicts against colonial authority in the Castle Hill area of the British colony of New South Wales?|Castle Hill convict rebellion|Retrieval|语义优先，兼顾实体锚点
2284|The Eek! segment Klutter was created by David Silverman and a man that manages what studio?|Savage Studios Ltd.|Reasoning|结构主导，多跳路径发现
2285|Who wrote a work that described European history until the dawn of the age of the longest serving monarch in European history?|Voltaire |Reasoning|结构主导，多跳路径发现
2286|"Kazuhito Kosaka, is a Japanese comedian, better known by his stage names Daimaou Kosaka, and which name, used by his fictional singer-songwriter identity, and is best known for his single ""PPAP (Pen-Pineapple-Apple-Pen)""?"|Pikotaro |Retrieval|语义优先，兼顾实体锚点
2287|Michael Edward Curry served as head coach for an American Professional basketball team that has won how many NBA championchips?|three|Reasoning|结构主导，多跳路径发现
2288|When was the King of Hungary and Croatia  who transferred Schottenkirche to German-speaking Benedictine monks born|10 August 139727|Reasoning|结构主导，多跳路径发现
2289|Sparganium and Cyperaceae, are which type of entities?|flowering plants|Comparative|结构与语义的平衡博弈
2290|China Marine was source material for which 2010 American television series?|The Pacific|Retrieval|语义优先，兼顾实体锚点
2291|What  is a low-cost airline headquartered at Gurgaon, that is the largest airline in India, the third largest domestic airline being the flag carrier airline of India ?|IndiGo |Retrieval|语义优先，兼顾实体锚点
2292|Which city is in the Western area of Ireland which is also the home of Sean Smyth?|Galway|Retrieval|语义优先，兼顾实体锚点
2293|Who is affiliated with the University of Engineering and Technology, Taxila, Center for Advanced Studies in Engineering or Temple University?|Center for Advanced Studies In Engineering|Comparative|结构与语义的平衡博弈
2294|"Which English actor starred in “Hollywood Goes Classical"" which was performed at the Dorothy Chandler Pavilion?"|Michael York|Retrieval|语义优先，兼顾实体锚点
2295|"""Wij zijn Ajax"" features rap parts from a Dutch footballer who plays for what Turkish club?"|Beşiktaş|Reasoning|结构主导，多跳路径发现
2296|What section of the canal that passes through Yealand Redmayne was never completed?|The section around the crossing of the River Ribble|Reasoning|结构主导，多跳路径发现
2297|Where are the headquarters of the league the Denver Pioneers play in?|Elmhurst, Illinois|Reasoning|结构主导，多跳路径发现
2298|Space Ducks features songs from the band started by Ruben Nielson, who was formerly of what group?|The Mint Chicks|Reasoning|结构主导，多跳路径发现
