context_id|question|answer|Type|侧重逻辑 (Rationale)
1369|what position does vernon davis play?|Tight end|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1370|where is the euro 2012 tournament?|Donetsk, Gdańsk, Kharkiv, Kiev, Lviv, Poznań, Warsaw, Wrocław|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1371|what time is right now in texas?|Central Time Zone, Mountain Time Zone|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1372|what to see and do in malta?|Casa Rocca Piccola, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1373|where did dolly parton grew up?|Sevierville|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1374|what state is rick santorum from?|Winchester|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1375|what countries does queen elizabeth ii reign?|Antigua and Barbuda, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1376|what is jonas brothers names?|Jack Lawless, Joe Jonas, Kevin Jonas, Nick Jonas|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1377|what art movements was henri matisse involved in?|Fauvism, Impressionism, Modern art, Modernism, Neo-impressionism|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1378|what are some famous tourist attractions in germany?|Bochum Total, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1379|who's kobe bryant?|Athlete, Basketball player|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1380|what type of government system does saudi arabia have?|Absolute monarchy, Islamic state, Unitary state|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1381|what countries did czechoslovakia become?|Czech Republic, Slovakia|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1382|what songs did richard marx write?|Angelia, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1383|what did ryan dunn died from?|Traffic collision|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1384|what war was george washington associated with?|American Revolutionary War, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1385|who does kris humphries play for in the nba?|Washington Wizards|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1386|where tupac grew up?|East Harlem|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1387|where did al capone go to jail?|Alcatraz Federal Penitentiary, ...|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1388|what type of music did richard wagner play?|Classical music, Opera, Romantic music|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1389|what do you call money in brazil?|Brazilian real|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1390|what team did tim tebow play for in college?|Florida Gators football|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1391|what airport in paris?|Beauvais–Tillé Airport, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1392|what nationality was andy williams?|United States of America|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1393|where did matthew brady live?|New York City|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1394|what ball does rickie fowler play?|Golf|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1395|who are the broncos players?|Aaron Brewer, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1396|where do most of the people live in japan?|Honshu|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1397|in what country do they speak basque?|France, Spain|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1398|where is belgium at?|Eurasia, Europe, Western Europe|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1399|what religions are in russia?|Islam, Russian Orthodox Church|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1400|what government system does north korea have?|Juche, Single-party state, Socialist state|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1401|what did einstein do?|Author, Mathematician, Philosopher, Physicist, Scientist, Teacher, Theoretical Physicist, Writer|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1402|in what country is amsterdam?|Netherlands|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1403|what are the most common religions in the united states?|Atheism, Buddhism, Christianity, Hinduism, Islam, Judaism, Unitarian Universalism|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1404|what did martin luther king jr go to college for?|Sociology, Systematic theology|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1405|where did sir ernest shackleton come from?|Kilkea|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1406|what made jimi hendrix great?|Artist, Composer, Entrepreneur, Guitarist, Military Officer, Music Producer, Music artist, Musician, Record producer, Singer, Songwriter|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1407|who did aaron rodgers play college football 4?|University of California, Berkeley|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1408|who plays nathan scott?|James Lafferty|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1409|when did the houston rockets win the championship?|1994 NBA Finals, 1995 NBA Finals|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1410|where is mount whitney?|California, North America, Sierra Nevada, United States of America|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1411|who created the character of romeo?|William Shakespeare|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1412|what are some places to visit in new york?|A.I.R. Gallery, ... (truncated)|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1413|where is puntland somalia?|Somalia|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1414|where did drew stanton play in college?|Michigan State Spartans football|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1415|what is kareem abdul jabbar real name?|Ferdinand Lewis Alcindor, Jr.|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1416|what countries fall in eastern europe?|Belarusian Central Council, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1417|what are taylor swift's albums?|1989, 22, ... (truncated)|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1418|who is the prime minister of ethiopia now?|Hailemariam Desalegn|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1419|when was mary poppins made?|1964-08-27|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1420|what did king edward vi died from?|Tuberculosis|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1421|who did johnny bench play for?|Cincinnati Reds|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1422|who does the islamic worship?|Allah, God, Ramdev Pir|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1423|where is napoleon buried?|Les Invalides|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1424|what language do people speak in iceland?|Icelandic Language|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1425|where do houston aeros play?|Lakewood Church Central Campus|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1426|what to see and do in galway ireland?|Cathedral of Our Lady Assumed into Heaven and St Nicholas, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1427|what year did brandon roy get drafted?|2006 NBA draft|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1428|what are the names of michael jackson children?|Michael Joseph Jackson, Jr., Paris-Michael Katherine Jackson, Prince Michael Jackson II|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1429|what is pennsylvania's state flower called?|Kalmia latifolia|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1430|what book did niccolo machiavelli write?|A Description of the Manner in which Duke Valentino put Vitellozzo Vitelli, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1431|what religions are found in australia?|Anglicanism, Buddhism, Catholicism, Islam|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1432|what college did drew bledsoe?|Washington State University|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1433|where is the mtv headquarters?|New York City|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1434|who does michael vick play for?|New York Jets|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1435|what is guatemala current system of government?|Constitutional republic, Presidential system, Unitary state|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1436|what is anderson silva trained in?|Actor, Mixed Martial Artist|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1437|which countries does russia border?|Azerbaijan, Belarus, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1438|what does pixar produce?|1906, A Bug's Life, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1439|what did emily dickinson die of?|Bright's disease|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1440|who played lois lane in superman 1?|Margot Kidder|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1441|what was elie wiesel's father's name?|Shlomo Wiesel|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1442|what language do fiji people speak?|English Language, Fiji Hindi, Fijian Language|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1443|what victoria beckham kids names?|Brooklyn Joseph Beckham, Cruz David Beckham, Harper Seven Beckham, Romeo James Beckham|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1444|where is new york in the map?|Contiguous United States, Eastern United States, Mid-Atlantic states, United States of America|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1445|what did jimmy valvano die with?|Cancer|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1446|what teams did charles barkley?|Houston Rockets, Philadelphia 76ers, Phoenix Suns|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1447|when was bill clinton elected president?|1992, 1992-11-03, 1996, 1996-11-05|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1448|where did giovanni pierluigi da palestrina live?|Palestrina|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1449|when michael jordan got drafted?|1984 NBA draft|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1450|what kind of money do the philippines use?|Philippine peso|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1451|who played dorothy in the wizard of oz movie?|Judy Garland|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1452|what college did james franco go to?|Brooklyn College, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1453|how many teams are there in the ncaa football?|Auburn Tigers football, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1454|who is garrett pretty little liars?|Yani Gellman|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1455|what type of currency should i take to mexico?|Mexican peso|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1456|what did lucille ball die of?|Aortic dissection|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1457|what religion was john f kennedy?|Catholicism|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1458|where was the earthquake in chile 2010?|Maule Region|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1459|what style of art does andy warhol do?|Modern art, Pop art|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1460|what movies did ron howard do?|A Beautiful Mind, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1461|what county is charlotte north carolina?|Mecklenburg County|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1462|what type of government and economic system does the united states have?|Constitutional republic, Federal republic, Presidential system|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1463|who is michelle obama?|Lawyer, Writer|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1464|where did kate middleton go to prep school?|St Andrew's School, Pangbourne|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1465|what type of government does nigeria have today?|Federal republic, Presidential system|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1466|what is the very first harry potter book?|Harry Potter and the Philosopher's Stone|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1467|what kourtney kardashian name her daughter?|Penelope Scotland Disick|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1468|what kind of government does chile have today?|Constitutional republic, Democratic republic, Presidential system, Unitary state|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1469|where did richard arkwright die?|Cromford|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1470|who played luke skywalker in star wars episode 4?|Mark Hamill|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1471|what movies has taylor lautner?|Abduction, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1472|where does sam bradford play?|St. Louis Rams|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1473|where was hackney 2012 held?|Hackney Marshes|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1474|where does the st louis rams play football?|Edward Jones Dome|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1475|what year did scottie pippen come into the nba?|1987|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1476|where are you if you re in zagreb?|Croatia, Yugoslavia|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1477|what city was selena gomez born in?|Grand Prairie|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1478|who does dominic monaghan play in lord of the rings?|Meriadoc Brandybuck|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1479|who sang for pink floyd?|David Gilmour, Richard Wright, Roger Waters, Syd Barrett|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1480|what is the current time in nigeria lagos?|Central European Time Zone|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1481|what shows did henry winkler produce?|Dallas Reunion: The Return to Southfork, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1482|what state was texaco gas founded?|Beaumont|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1483|who is the senator of connecticut 2010?|Chris Dodd, Joe Lieberman|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1484|when was the last time the dallas cowboys went to the super bowl?|Super Bowl XXX|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1485|what is brazil time zone?|Amazon Time Zone, Brasília Time Zone, Fernando de Noronha Time Zone|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1486|what do people in the czech republic speak?|Bulgarian Language, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1487|who was tex beneke?|Bandleader, Musician, Saxophonist, Singer|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1488|what are all the things thomas edison invented?|Carbon microphone, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1489|what does albania speak?|Albanian language, Greek Language, Romani language, Romanian, Macedo Language|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1490|what is shakira's nationality?|Colombia|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1491|who is playing bilbo baggins?|Ian Holm, Martin Freeman, Mikhail Danilov, Norman Bird|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1492|what position did george washington serve in the constitutional convention?|Delegate to the Continental Congress|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1493|where is the 2012 ncaa basketball tournament?|Bridgestone Arena, ...|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1494|what episode did kate leave ncis?|2012-02-07|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1495|where are the seneca indians now?|New York, Ontario|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1496|where did matt barnes play?|Los Angeles Clippers, Los Angeles Lakers|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1497|where does the jordan river begin?|Anti-Lebanon mountains|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1498|what college did lil wayne graduated from?|University of Phoenix|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1499|where did rihanna come from?|Barbados, Saint Michael Parish|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1500|who does kurt busch drive for now?|Team Penske|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1501|"Which star of Don 2 was named by ""Time"" magazine as one of the 100 most influential people in the world?"|Priyanka Chopra|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1502|Morrisson Kaye also spelled as Morrisson K, formerly known as Morrisson, is an American singer, songwriter, producer and musician from the San Francisco Bay Area, his earliest official releases were underground tracks of which subgenre of house music, and originated in the 1980s, initially fusing elements of Chicago house with 1980s jazz-funk and touches of soul music?|Deep house|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1503|What type of organism can both Bellis and Syzygium jambos be described as?|plants|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1504|Pandit Kishan Maharaj, was an Indian tabla player of Hindustani classical music, who belonged to which one of the six most common styles of playing of the Indian tabla?|Benares gharānā|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1505|"Who composed the original score and songs of the film based on the play ""The Man Who Was Peter Pan"" by Allan Knee ?"|Jan A. P. Kaczmarek|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1506|Team Halfords Bikehut was the team of the British female cyclist who now works in what capacity?|environmental consultant|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1507|What was the royal title of the man whose German government backed the colonization of Poland by German settlers, one ofthe factors leading to the plight of rural Poland which was the focus of the novel The Outpost?|Prince of Bismarck, Duke of Lauenburg|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1508|A television show originaly aired on December 29, 1996 was written by a graduate of what University?|Harvard University|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1509|When was the American fitness guru, actor, and comedian born who is known for his eccentric, flamboyant, and energetic personality and also a star of Rudolph the Red-Nosed Reindeer: The Movie?|July 12, 1948|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1510|Lewis Moran was murdered a week after the death of the hitman from what Australian city?|Melbourne|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1511|When was American actor who acted Spock in The City on the Edge of Forever born?|March 26, 1931|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1512|Which dog is now extinct, the Tahltan Bear Dog or the Stichelhaar?|Tahltan Bear Dog|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1513|In which city was the American alternative rock band who released the single Blinded formed?|San Francisco|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1514|What 2014 American 3D computer-animated musical fantasy adventure comedy film features a song recorded by British singer Leah McFall?|The Book of Life|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1515|John Gale, is from North Platte, Nebraska, and has served as the 26th Secretary of State of Nebraska since 2000, he is a member of the Republican Party, commonly referred to as the GOP, an abbreviation for what, is one of the two major contemporary political parties in the United States?|Grand Old Party|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1516|Are The Million Dollar Duck and A Far Off Place both American films?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1517|Which stadium in Orlando opened in 1936 and is found west of the home venue for the Orlando City SC?|Camping World Stadium|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1518|Who was the director of the 2004 French action film for which Tony D'Amario is best known?|Pierre Morel|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1519|Whar did Sarfraz Ahmed do after Azhar Ali stepped down?|He took up the Test captaincy|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1520|The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada held during which span of dates, Argentine player Sergio Agüero was given the FIFA U-20 Golden Shoe?|30 June to 22 July 2007|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1521|What is the nickname for this United States drag racer who drove Brutus?|Jungle Jim|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1522|What Milan based company made the tires for the Minardi M190?|Pirelli|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1523|Where was the NFL draft held in which Kenyatta Walker was selected in the first round by the Tampa Bay Buccaneers?|Theater at Madison Square Garden|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1524|St Estevam is an Island in Ilhas, Goa, India, it is also known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers, Okra or okro, known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in which family?|mallow|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1525|Where was the captain that the USS Elrod is named after born?|Turner County, Georgia|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1526|"Aspects of Andrew Lloyd Webber is the second studio album by a singer that played what role in theAustralian premiere of ""The Phantom of the Opera""?"|Christine Daaé|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1527|"In what year did Tim Gaines leave the band whose eleventh release was ""The Roxx Regime Demos""?"|2004|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1528|ND Črnuče was managed in the mid-90s by the football coach of what nationality?|Slovenian|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1529|"""State of Grace"" and ""I knew You Were Trouble"" were both off of Taylor Swift's ""Red"" album, which song was written by Swift, Max Martin and Shellback?"|I Knew You Were Trouble|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1530|Which American distance runner who died in an automobile accident in Oregon had a trail named after him?|Steve Prefontaine|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1531|Manfred Moch was the featured solo trumpet player of the orchestra named after which German orchestra leader, music producer, and songwriter who died on June 21, 1980?|Bert Kaempfert|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1532|"Canelo Álvarez vs. Amir Khan, billed as ""Power vs. Speed"" and also known as ""Canelo vs. Khan"" or by the portmanteau ""Khanelo"", was a professional boxing fight which took place on May 7, 2016, and was contested for the WBC, ""Ring"" magazine and lineal middleweight titles, it was the first major sporting event to be held at T-Mobile Arena is a multi-use indoor arena on the Las Vegas Strip in Paradise in which US state?"|Nevada|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1533|An operatic commedia in three acts that is by an Italian Baroque composer who was famous for operas and chamber cantatas, was first performed where?|Teatro dei Fiorentini|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1534|What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?|American Hairless Terrier|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
1535|"Which TV show starring Will Smith was written by the creator of ""The Borowitz Report""?"|The Fresh Prince of Bel-Air|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1536|Are Guadarrama National Park and Teide National Park both in the Spanish mainland?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1537|When was the man who was filmed by his brother and friend as he built a romantic relationship on Facebook born?|September 26, 1984|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1538|What genre does both the tragic hero as a protagonist and the film The Great Santini fall into?|drama|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1539|What city features Endem TV Tower, a 257 m tall tower which once included a revolving restaurant 154 m above ground as well as Cağaloğlu Hamam, the last of its kind public hamam built in 1741 to raise revenue by a library.|Istanbul, Turkey|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1540|What politician from New York served two terms representing New York in the United States Senate?|Hillary Rodham Clinton|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1541|What disorder the man whose protege starred in Where Danger Lives have?|OCD|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1542|John Still was a British archaeologist known for his discoveries at an ancient rock fortress located in what country?|Sri Lanka|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1543|Tammy Lee Grimes was an American actress and singer who starred in a Hallmark Hall of Fame TV special first broadcast in 1973 on NBC called what?|The Borrowers|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1544|When did the politician who represented the electoral district in Sydney's West resign from his political party?|2015|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1545|What 2016 animated movie about birds, written by Jon Vitti, features characters also used in a pinball video game published by Rovio Entertainment in the same year?|The Angry Birds Movie|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1546|Florence MacLeod Harper covered World War I on the eastern front for a newspaper that was was founded in what year?|1855|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1547|Who was a successful artist at Philips Classics Records?|Alfred Brendel|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1548|Who was the original executive producer of the children's television series, produced by Sesame Workshop and created by Joan Ganz Cooney and Lloyd Morrisett?|David Connell|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1549|What is the connection between Félix du Temple de la Croix and Early flying machines?|aircraft of any sort|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1550|Which topic in the Dear America series took place in New York City?|Triangle Shirtwaist Factory fire|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1551|"Who is best known for writing and directing science fiction films such as ""Cube"", ""Cypher"", ""Nothing"", and ""Splice"", Vincenzo Natali or Leigh Jason?"|Vincenzo Natali|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1552|What country does Florida Board of Regents and State University System of Florida have in common?|United States|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1553|Tadesse Meskela is the General Manager of the Oromia Coffee Farmers Cooperative Union an was featured in a documentary film released in what year?|2006|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1554|Where was the Hockey League which drafted Niclas Bergfors based?|Newark, New Jersey|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1555|In which year did the team that Jonathan Spector joined in 2006 move to its new home ?|2016|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1556|Ivano Bonetti (born 1 August 1964 in Brescia) is an Italian football manager and former midfielder, he appeared for the English club, Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in what?|League Two|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1557|"Which person included in the label 300 Entertainment has a debut single ""Trap Queen?"""|Fetty Wap|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1558|Whitechapel is a series that depicted a killer who was copying the actions of which unidentified serial killer?|Jack the Ripper|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1559|What star of the 1994 film Krantiveer was born January 1, 1951?|Nana Patekar|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1560|Who publishes a horror game with protagonist Ellie?|Sony Interactive Entertainment|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1561|Federalist No. 7 was written by which of the Founding Fathers?|Alexander Hamilton|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
1562|"Which song is sampled in ""Sugar"", a song from the 2015 album of the same name by Robin Schulz?"|Suga Suga|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1563|Which band was discovered by the man that recruited Peter Brown for their management team?|the Beatles|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
1564|Which is a correspondent for NBC, Janet Shamlian or Mia Tyler?|Janet Shamlian|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1565|Who is older, Rohan Bopanna or Sherwood Stewart?|Sherwood Stewart|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
1566|What was the number one single by the band that features a lead singer who won the season finale of a television reality game show that premiered in 2010 on NBC?|Every Rose Has Its Thorn|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
